speed,outreach_ratio,mean_acceleration,distance_traveled,track_id,is_male,cluster
4.735830763831865,0.2493885528093279,0.3841221572656931,4694.8526995966085,454,1,6
3.2178605174569945,0.0103096395122222,0.2786934996390833,10520.549838716408,2090,0,2
1.470463185760667,0.0874274591197831,0.1529201148258328,9421.5110642387,16987,0,2
5.270782382442103,0.2433838876451073,0.3758033008905954,2830.698208221631,17414,0,7
5.20596366632622,0.1282988661454254,0.4167297714399313,3496.82224575673,2460,1,6
2.1990510976498703,0.0478692813073109,0.2215116803849931,11583.61902013839,22173,0,8
1.8376623665758276,0.1410108827072908,0.1747753103688602,6706.629700198071,8786,0,2
4.453196616439343,0.1008360056169119,0.3897928839246754,8852.038191613385,1040,1,5
2.144991614562918,0.0493700062761279,0.157390378958944,5463.472936271874,3594,0,2
6.022885546397519,0.1052521761145113,0.4199577962756765,5822.606232639226,2511,1,6
2.753405351983542,0.4564638034818803,0.2190004938007735,2731.5506424227656,2457,0,7
6.507560989593527,0.1081210043694998,0.5190441472744433,3945.989114189545,2931,0,6
8.751024097543867,0.2189631346275191,0.6594987644088444,3227.3442822001343,8641,1,0
7.223757940028824,0.0884263907568537,0.4685110891935934,6933.838023166414,3107,0,6
2.707554481122178,0.1457969533653326,0.1927328888608363,4579.118740186497,3257,0,2
4.561974427637735,0.0347095673849593,0.3683874115669307,4741.850371329947,19057,0,6
2.592307334473377,0.2325596983387767,0.218279487697581,5159.751256787411,416,0,6
3.536600356927713,0.0694384055826141,0.262757932597879,11423.973471567017,4273,1,2
4.735562030380869,0.333717819204546,0.364457451123453,3537.902827923709,8663,1,6
2.1080228679396167,0.0091541781546968,0.2268250321076528,1568.3677208122338,15397,0,7
3.7161464646442255,0.0207095704193205,0.2987088828534975,1857.0679417845984,574,0,7
2.801863728664463,0.1279439681826448,0.2281766712560302,9320.028806385264,3643,0,2
3.4142491180933865,0.6036165500125018,0.2381845939649081,1328.81571631424,1914,0,7
4.150165162922091,0.0561691907500969,0.3373329502170464,10019.62402567931,31,1,5
2.650353974465874,0.2854525716914378,0.2065388971521775,3833.7478289281175,3337,0,6
3.668117888165408,0.554083182448637,0.3446162856505799,1986.89462132976,2466,0,7
5.858849853446105,0.1177859139373536,0.5509788708642849,7306.708047641162,3170,1,5
7.230304008496025,0.1023772915243649,0.4955218321456478,3886.5783618301216,4889,0,6
2.669733592018128,0.0863345208802073,0.2819458170353255,15439.795209739234,1330,0,1
5.294965118997337,0.4164503775156253,0.3841163321368196,2977.8084486280763,581,0,7
11.005271403355982,0.7176695569341924,0.7582341894564347,1715.7768356496945,137,0,0
3.123632686933976,0.0830030297520368,0.2532199983004046,13529.000364651843,17,0,8
2.752505436940637,0.062160384501202,0.232412218578158,9039.845863730769,11808,1,2
4.491516813651874,0.0770451593688439,0.3502491981001551,12910.065182996896,5711,1,8
2.9022888217575877,0.0374217015251375,0.2130743450066363,13465.799324868414,25421,1,1
3.882599925260016,0.0583815440037715,0.5129598571789028,3240.029635698618,914,1,0
2.5934889923154705,0.1470100304411782,0.2527824822458827,7490.908178353271,19211,0,2
1.827108270591796,0.1283389401920277,0.1805652946132476,6040.585227882125,3460,0,2
3.822370078248492,0.1047930724821302,0.2656332791644988,5953.052350597072,3288,0,2
5.565221895090943,0.0561080176390932,0.4141684005198353,5909.721802624659,2999,0,6
4.597070528448832,0.23602627977767,0.2814323237965568,2577.935115066836,14704,0,7
2.5948554990267976,0.0561360279659956,0.2106058095576216,8743.592003285888,3421,0,2
2.1117544535692514,0.118489880591122,0.1535468864947689,5237.843489532654,4103,0,2
2.0216965884108693,0.1434934190618589,0.2104235432333149,6137.929311795813,13039,0,2
7.202287614573921,0.0364513916734208,0.5780938805126515,5119.012877937224,483,0,6
3.0379864779794152,0.03154650453215,0.2649338720858972,16834.065242443427,10795,1,1
2.0021375491925344,0.1061005743564715,0.1959629252479146,10079.388321094444,3579,0,2
2.601171874749854,0.0785451293970537,0.2101667431922167,1504.6183127789204,22316,0,2
8.265304777986687,0.3231879374492889,0.4492219742723575,3891.894730695783,2647,0,0
2.1062795360190982,0.0450525544978071,0.1870671074967758,5796.592138344878,21537,1,2
2.8670007793080847,0.0889938714566971,0.2951946503079797,7729.860738060603,1748,0,5
2.9306362289455827,0.0103950039176427,0.2757815658064893,7952.673457715578,2095,0,5
2.2029324757727804,0.1848130900002012,0.2660528353630511,5134.074281600713,1290,1,6
5.461683530567618,0.0598122944886909,0.4446876385211759,14394.179893875384,476,1,1
6.848159098624726,0.132124440020771,0.5754220319665152,9637.13241317633,3921,1,5
4.587095751918514,0.0048011586673739,0.3346176935787905,4380.774444385949,134,1,6
4.692883490900142,0.0876705550637643,0.3783527138322753,3471.4667418063013,3261,1,6
2.443922580417232,0.066051146346665,0.2508510985922385,9900.715781009229,3481,1,2
2.1844456067912947,0.092350709025631,0.1974890616254065,5852.191184680512,2558,0,2
5.3664899042395415,0.5927272915246956,0.3954132789150227,1364.31955399524,14,0,7
4.929500357117489,0.2515752402574143,0.3044907095465629,1648.117588302438,1514,0,7
1.3572685349912423,0.2041408342664215,0.1301700379232551,4665.668347400342,6081,1,6
2.097111964046652,0.1262432250606554,0.1684529439774585,8035.1130929356195,3036,0,2
1.3804304665041842,0.1128849799271983,0.1680600076113779,3070.0387085418915,540,0,2
7.188265178846871,0.2221506858131446,0.5624169837115398,4535.982334847922,8792,1,6
3.786518529517248,0.1174195330350059,0.2751821894066205,6228.338477640221,2480,0,2
4.011609424190929,0.053987242944514,0.3630666844133599,14359.42339258963,5828,1,1
3.823672103830693,0.3754353506419279,0.2332313955565212,2957.8805274039623,2510,0,7
3.564066210873124,0.2033721911102914,0.4404919069919554,1680.8622228668476,9351,1,0
2.724927399293932,0.034198396133144,0.227580605288482,10678.945465046456,11688,0,2
2.207358823363053,0.0719798261260652,0.2071924538437154,5610.526415243534,27144,0,2
2.382591840533374,0.1439715915593834,0.1802366365413119,5241.441661837016,5077,0,2
3.6005580619589823,0.0198632868019593,0.2528325398290559,7172.860888092482,9014,0,2
2.015792757947724,0.082988234133081,0.2267488667545366,18082.04004882611,8931,0,4
4.428690486450688,0.3174315832708471,0.3054100625772373,3824.912483248512,7881,0,6
6.66216540617547,0.2200122175880771,0.4022626309112381,3165.164152007673,13988,0,7
3.75503177478466,0.0523313972175872,0.3595210955822741,19530.857376225624,1861,1,4
3.4245521794283147,0.1901541818265328,0.2426715685400091,5616.805677959576,177,0,6
4.175128802548693,0.0727539077497543,0.3341196807084009,6125.914636625409,2105,1,6
1.5013556653952171,0.147200976697309,0.177821518779245,5008.865012470191,3471,0,2
5.345591765197382,0.3559330089787597,0.3342937304272604,1912.914213575856,4836,0,7
2.910710979908627,0.0161304739175816,0.1994879734397983,13616.9088316441,1772,0,1
1.7139500153687246,0.0823216105825464,0.1829809938312845,4707.349630943238,23531,0,2
4.424834151521216,0.1054493595921458,0.3089378031082104,3778.898535192067,3451,0,6
2.2221343199664214,0.0179943182304152,0.1791465460738886,14591.053365836886,3058,0,1
2.3584889540288887,0.112492602330072,0.1856074478295951,3424.388132137301,3868,0,2
4.073113712640263,0.1940760201376101,0.2723316429000148,7053.594249337806,8363,1,6
1.1775214598844403,0.1967875673783958,0.1823707956892424,823.230408679018,484,0,7
5.155597469938113,0.0435247148137333,0.490651011161638,9352.07772344779,2361,1,5
5.0036192160773005,0.0357207709987546,0.3790205101429323,3068.113909716706,82,0,7
2.4487010289137974,0.1098631119570409,0.1832618052737701,8296.242201114928,8772,0,2
6.351748660231567,0.1937058803323283,0.5720474730464324,5434.845404908584,8039,1,6
4.334971740596801,0.4628627431812301,0.3166996253562839,2505.0564176070848,1867,0,7
5.740970409642455,0.2258486473873096,0.3660970156588967,4676.858830853589,491,1,6
2.7651161234289017,0.1423292634325818,0.2650437850488125,5339.6097406095,156,0,2
2.3060831250498244,0.0278596987679951,0.2723315849300032,19066.58414845657,1573,0,4
6.401354180491439,0.0850612438898453,0.5846609759426398,9809.312528927048,3457,1,5
2.2656910950630764,0.1785448476381227,0.2084125498407205,5826.032529484226,605,0,2
3.491410425123941,0.0416818668592472,0.2266850782808066,7527.365502408713,5827,0,2
2.254253463801019,0.3875500733670021,0.1948772304683851,958.3459095617018,1020,0,7
3.225640124997049,0.1089764483831288,0.2743455752642004,7899.821763802593,981,0,2
4.60971841808732,0.3717724398525197,0.3582327617670778,1816.676324950805,349,0,7
2.1894750333556106,0.1430160122144771,0.1751854416248242,3995.743822977121,2492,0,2
5.054094799758913,0.2509614224465524,0.3290301261945551,4122.26349850113,388,0,6
2.1905385835708207,0.1949286937534981,0.2085531701717285,3765.6878811085103,2804,0,2
2.2899390271473257,0.1943997215866389,0.1844021503957315,4667.404481470818,622,0,6
4.875756730323399,0.2480906229513351,0.3704730936091601,3776.677444788393,2865,0,6
4.472011390605212,0.6438040117278969,0.3123953125461503,2361.9941115712154,14465,0,7
3.612559250910926,0.550278244190782,0.3241376354400117,2307.444755318896,2837,1,7
3.5736237875952903,0.0643461859370864,0.2511427315251367,11788.26567667627,4573,1,2
4.217439752204045,0.0340892052206126,0.329158088407288,6945.23751413842,4821,1,5
2.1779314513746986,0.7595524764392538,0.2063692707258918,1036.4192709034137,139,0,7
1.475905296827954,0.168570394791538,0.1783030014827965,7642.857321116088,1824,0,2
2.88454688878202,0.0326623992352118,0.2693838480994586,12638.557458162411,1640,0,1
4.808747237604802,0.1010137602719844,0.4183312016123461,8253.542556299355,6367,1,5
1.416686662641285,0.3740640724058601,0.2515202925143852,845.6856226414908,269,0,7
5.317465377709745,0.0895162423916332,0.4564198001095476,4737.457376154827,13017,1,6
2.65181356496626,0.0784551066415873,0.2087816005483017,4317.997968610956,400,0,2
2.8244656069556666,0.2351546636699585,0.2673514886935998,2009.6769785433387,4433,0,7
6.645130239767856,0.0427890702884969,0.5030136480163628,9530.92387998525,2919,1,5
1.2396593627585586,0.0273894575437522,0.1623511438802738,5163.519144256348,23594,0,2
2.837031620482951,0.1152358989120368,0.2398311265944758,3717.755281585725,18958,0,2
2.3501625645785,0.2891087561915353,0.1644609190609019,3584.4140466101558,1635,0,6
2.59226507232415,0.1038100988431751,0.1819408203100405,4687.448829202172,2520,0,2
3.54220212341658,0.07286962375114,0.3286779588295559,7956.735594664161,562,1,5
2.2651716386567284,0.3283483137756737,0.2160400565944466,1628.8490633164652,18777,0,7
4.444536646386227,0.1565865555670611,0.2918236600970395,6600.953919275767,13239,0,6
7.346160475783443,0.0467992981644309,0.5588110269975701,3217.596046788128,1513,1,6
2.2999783034767813,0.1004964113551868,0.2330532416187173,5556.807121548038,25448,1,2
5.010369360807404,0.4470679017753028,0.448112760633028,2523.819644072182,2337,1,7
2.101094308264242,0.0735576702172841,0.2301545251870825,6403.468277501426,2620,1,2
5.496336575050679,0.0779879081408484,0.3762968385456767,4465.295300666365,4045,1,6
7.58230379300461,0.0125580651897087,0.6755195336301694,13806.793509818035,5128,1,1
1.7314487074695029,0.0501910936153105,0.1742131378713899,12420.191722282229,4345,0,8
2.6111656746458145,0.0642800585887696,0.1768014763414062,5193.500633205313,2257,0,2
7.157825721235343,0.1009530095146804,0.6097278705168544,8036.815988583041,6528,1,5
2.6941162126061853,0.0829536001300965,0.2497390328576281,6517.9739439124205,3404,0,2
3.331374970022706,0.505262252152177,0.2349578782463754,1837.996953909156,2581,0,7
1.6702495881044357,0.182483328528933,0.1511716029298946,5081.713538775053,4852,0,2
1.708286954790495,0.4539144472003066,0.1773852953719048,1790.491305524444,3976,0,7
6.328546213477565,0.1476757367611804,0.5275927174213665,4961.190231343295,9712,0,6
2.4130138761624047,0.0367870624875319,0.1769763101538706,9061.837753190424,3318,0,2
2.575645834945025,0.0735096846778139,0.2181258321214771,11903.881667424275,3520,0,8
2.89435096367926,0.1181504476182157,0.2244884922993784,9063.942365807196,1070,0,2
5.6028742537474505,0.0463045426975781,0.4442191173075627,9306.410867654304,85,1,5
3.936676753646376,0.0169525354648953,0.3191643439203847,8484.93700032365,353,1,5
2.3462834879962498,0.1072785635324713,0.2163257040144463,5196.826820599374,3980,0,2
5.244739212694062,0.3947951814072024,0.3237422087791939,3039.034217785778,2928,0,7
2.3229458364707405,0.0437957732608741,0.1819830246874724,19012.995866722824,2364,0,4
3.275614306608901,0.2322558090570392,0.3406468416674174,2869.981472806941,494,0,7
2.8626562976646213,0.0613216400137582,0.3107214732494308,8100.249312185992,6270,0,5
2.4915877121839105,0.0667551169272928,0.1969249657511852,3623.8537986643687,1793,1,2
3.708638414065134,0.0107361884691222,0.3117775912164208,6548.083187396154,685,0,5
2.6460485496473325,0.0219368144858208,0.2681527339818777,10632.973318119117,2085,0,8
7.387823301028084,0.4082117808226567,0.4642048339179508,2828.6786709396188,493,0,7
2.504277777609555,0.2279520617397848,0.2387688309445484,1707.2036675783272,22977,0,7
5.1637130008661,0.435795275172873,0.3820368431864782,2086.0295442358874,173,0,7
1.5445281321892188,0.1633486450003612,0.1854819468436213,4366.131193045552,25619,0,2
0.471440606280316,1.129722882464333,0.100936471634909,336.6360817666452,434,0,7
2.5231880389003205,0.0565591684171005,0.2106399386075851,12090.64728463164,2653,1,8
3.778883160261587,0.0845400462958443,0.2741459215946507,9792.687814084202,10717,1,2
5.451524783065809,0.0488890763729143,0.5033866150770118,13601.221454121862,1427,1,1
1.899558866503232,0.1524894528020888,0.1700698886239846,4471.239566987548,3934,1,2
4.937072092374097,0.0455961639892353,0.4316687286649845,16146.790447979272,1581,1,1
4.324765528346432,0.1173713489781157,0.4212623158973597,7713.523942936656,1637,1,5
3.616582298706365,0.4932044784910709,0.3355007732515168,1232.418875890899,2524,0,7
1.8844895492385745,0.1469062580785206,0.1595997745213662,3029.4083121071017,2486,0,2
2.510440495268593,0.050688736760769,0.213597041737521,14918.315395210884,2402,0,1
3.00326403496878,0.3185248032201258,0.1926193044589491,4349.91324741465,1868,0,6
4.952443795097367,0.8953431228687831,0.3134298468863462,1621.8916182234846,5997,0,7
2.888146398772527,0.3566021732433237,0.1945859069965259,2264.598560401327,10144,0,7
2.5068908491959805,0.1453536483774163,0.2382218743617806,1418.773149447935,9290,0,7
3.049605203834095,0.095409927998154,0.2499338770485455,7043.874332472415,1444,1,2
2.807596610206644,0.0628862197831972,0.1940309261468678,2538.0801377155904,4895,0,2
4.982890013388538,0.0991148452724394,0.469954800558284,4021.00396472836,3365,1,6
1.633741852298929,0.1548065909446631,0.1809323661487356,6335.411315179765,1800,0,2
5.10024951704493,0.0613979035476878,0.4518893984825206,11988.21079720674,612,1,8
7.992334394868644,0.4085739496479528,0.5308766613296375,1790.1279135385976,229,1,0
